Address_Range,Council_District,HPD_Beat,HPD_District,HPD_Division,Offense,Premise_Type,SNB_Name,SNB_No,Time_Begun,Full_time,Weekday,Month,Time,lat,lon,Estimated_Population
3500-3599 LOVE,B,7C20,7,Northeast Division,Theft,Driveway,KASHMERE GARDENS,52,1479157200000.0,2016-11-14 15:00:00,Monday,November,15:00:00,29.793937,-95.328788,"250,444"
900-999 LOUISIANA,I,1A10,1,Special Operations Division,Theft,High Rise,DOWNTOWN,61,1478790000000.0,2016-11-10 09:00:00,Thursday,November,09:00:00,29.758521999999996,-95.36751,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Grocery Store or Supermar,NORTHSIDE/NORTHLINE,45,1477674000000.0,2016-10-28 12:00:00,Friday,October,12:00:00,29.785256,-95.37006600000001,"228,390"
600-699 COLUMBIA,C,2A30,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1477786140000.0,2016-10-29 19:09:00,Saturday,October,19:09:00,29.783385,-95.392962,"173,195"
3700-3799 E CROSSTIMBERS,H,7C30,7,Northeast Division,Theft,"Road, Street, or Sidewalk",EASTEX - JENSEN AREA,46,1478700000000.0,2016-11-09 08:00:00,Wednesday,November,08:00:00,29.831045,-95.31302099999999,"250,444"
400-499 TRAVIS,I,1A10,1,Special Operations Division,Theft,"Road, Street, or Sidewalk",DOWNTOWN,61,1479575400000.0,2016-11-19 11:10:00,Saturday,November,11:10:00,29.76127,-95.36279499999999,"173,195"
1100-1199 HAYS,H,2A10,2,Central Division,Aggravated Assault,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1479141000000.0,2016-11-14 10:30:00,Monday,November,10:30:00,29.891819,-95.309727,"173,195"
900-999 KING,H,3B50,3,North Division,Auto Theft,Apartment Parking Lot,NEAR NORTHSIDE,51,1478431140000.0,2016-11-06 05:19:00,Sunday,November,05:19:00,29.817249,-95.35821800000001,"228,390"
2700-2799 WHITE OAK,C,2A30,2,Central Division,Theft,Bar or Night Club,GREATER HEIGHTS,15,1477405980000.0,2016-10-25 09:33:00,Tuesday,October,09:33:00,29.781609000000003,-95.388612,"173,195"
1200-1299 15TH,C,2A30,2,Central Division,Auto Theft,Vehicle/Auto Sales/Lease/,GREATER HEIGHTS,15,1478520660000.0,2016-11-07 06:11:00,Monday,November,06:11:00,29.797884000000003,-95.41003,"173,195"
1000-1099 PRAIRIE,I,1A10,1,Special Operations Division,Aggravated Assault,"Road, Street, or Sidewalk",DOWNTOWN,61,1477188300000.0,2016-10-22 21:05:00,Saturday,October,21:05:00,29.760225,-95.36105500000001,"173,195"
2500-2599 SHEARN,H,2A40,2,Central Division,Theft,Department or Discount St,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1479595500000.0,2016-11-19 16:45:00,Saturday,November,16:45:00,29.774518,-95.384148,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Restaurant or Cafeteria P,NORTHSIDE/NORTHLINE,45,1477235700000.0,2016-10-23 10:15:00,Sunday,October,10:15:00,29.785256,-95.37006600000001,"228,390"
4000-4099 LOS ANGELES,B,7C20,7,Northeast Division,Burglary,Residence or House,KASHMERE GARDENS,52,1478854620000.0,2016-11-11 02:57:00,Friday,November,02:57:00,29.818019,-95.327291,"250,444"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1478556600000.0,2016-11-07 16:10:00,Monday,November,16:10:00,29.785256,-95.37006600000001,"228,390"
2100-2199 STATE,H,2A40,2,Central Division,Burglary,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478440800000.0,2016-11-06 08:00:00,Sunday,November,08:00:00,29.764719,-95.38050600000001,"173,195"
3100-3199 COLLINGSWORTH,B,7C20,7,Northeast Division,Theft,"Other, Unknown, or Not Li",GREATER FIFTH WARD,55,1477918200000.0,2016-10-31 07:50:00,Monday,October,07:50:00,29.793916999999997,-95.337215,"250,444"
600-699 W CAVALCADE,H,2A20,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1479294000000.0,2016-11-16 05:00:00,Wednesday,November,05:00:00,29.803869,-95.373356,"173,195"
3400-3499 KATY ,C,2A50,2,Central Division,Burglary,Service or Gas Station,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1479353100000.0,2016-11-16 21:25:00,Wednesday,November,21:25:00,29.782421999999997,-95.426637,"173,195"
1000-1099 YALE,C,2A30,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1479409200000.0,2016-11-17 13:00:00,Thursday,November,13:00:00,29.790682,-95.39896999999999,"173,195"
900-999 BOOTH,H,2A10,2,Central Division,Robbery,"Road, Street, or Sidewalk",NEAR NORTHSIDE,51,1479413760000.0,2016-11-17 14:16:00,Thursday,November,14:16:00,29.78673,-95.361492,"173,195"
4200-4299 E CROSSTIMBERS,B,8C10,8,Northeast Division,Robbery,"Road, Street, or Sidewalk",TRINITY / HOUSTON GARDENS,48,1479177600000.0,2016-11-14 20:40:00,Monday,November,20:40:00,29.831045,-95.31302099999999,"250,444"
2400-2499 JENSEN,B,7C20,7,Northeast Division,Theft,Bus Stop,GREATER FIFTH WARD,55,1478863800000.0,2016-11-11 05:30:00,Friday,November,05:30:00,29.783942,-95.341971,"250,444"
2900-2999 FULTON ST IB ,H,2A10,2,Central Division,Theft,Apartment,NEAR NORTHSIDE,51,1478905440000.0,2016-11-11 17:04:00,Friday,November,17:04:00,29.788617,-95.360485,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Grocery Store or Supermar,NORTHSIDE/NORTHLINE,45,1478029080000.0,2016-11-01 14:38:00,Tuesday,November,14:38:00,29.785256,-95.37006600000001,"228,390"
2100-2199 HARDY,H,2A10,2,Central Division,Auto Theft,Residence or House,NEAR NORTHSIDE,51,1478901600000.0,2016-11-11 16:00:00,Friday,November,16:00:00,29.781444,-95.3514,"173,195"
2500-2599 SHEARN,H,2A40,2,Central Division,Theft,Clothing Store,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1479406380000.0,2016-11-17 12:13:00,Thursday,November,12:13:00,29.774518,-95.384148,"173,195"
2800-2899 COLLINGSWORTH,B,7C20,7,Northeast Division,Theft,Convenience Store Parking,GREATER FIFTH WARD,55,1479445860000.0,2016-11-17 23:11:00,Thursday,November,23:11:00,29.793940000000003,-95.340547,"250,444"
1800-1899 AIRLINE,H,2A20,2,Central Division,Robbery,Convenience Store,GREATER HEIGHTS,15,1479398700000.0,2016-11-17 10:05:00,Thursday,November,10:05:00,29.804653000000002,-95.38193100000001,"173,195"
100-199 YALE ,C,2A50,2,Central Division,Robbery,Restaurant or Cafeteria,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478396760000.0,2016-11-05 20:46:00,Saturday,November,20:46:00,29.775541999999998,-95.398679,"173,195"
1300-1399 BEACHTON,H,2A40,2,Central Division,Theft,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1479019500000.0,2016-11-13 00:45:00,Sunday,November,00:45:00,29.770821999999995,-95.36786500000001,"173,195"
4000-4099 CAPLIN,B,7C20,7,Northeast Division,Theft,Residence or House,TRINITY / HOUSTON GARDENS,48,1477605600000.0,2016-10-27 17:00:00,Thursday,October,17:00:00,29.816084999999998,-95.330485,"250,444"
500-599 CAPLIN,H,3B50,3,North Division,Robbery,"Church, Synagogue, or Tem",NEAR NORTHSIDE,51,1478004060000.0,2016-11-01 07:41:00,Tuesday,November,07:41:00,29.815683,-95.363454,"228,390"
1800-1899 HICKORY,H,2A40,2,Central Division,Theft,Residence or House,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1479034800000.0,2016-11-13 05:00:00,Sunday,November,05:00:00,29.774496999999997,-95.371213,"173,195"
700-799 WALNUT,H,1A10,1,Special Operations Division,Theft,"Road, Street, or Sidewalk",DOWNTOWN,61,1478728800000.0,2016-11-09 16:00:00,Wednesday,November,16:00:00,29.767707,-95.355117,"173,195"
2200-2299 HOUSTON,H,2A40,2,Central Division,Burglary,Maintenance or Building S,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1477227300000.0,2016-10-23 07:55:00,Sunday,October,07:55:00,29.813142,-95.309789,"173,195"
7100-7199 APPLETON,H,3B50,3,North Division,Burglary,Residence or House,NORTHSIDE/NORTHLINE,45,1479466800000.0,2016-11-18 05:00:00,Friday,November,05:00:00,29.825954,-95.367746,"228,390"
3300-3399 ELSER,H,2A10,2,Central Division,Burglary,Apartment,NEAR NORTHSIDE,51,1478515740000.0,2016-11-07 04:49:00,Monday,November,04:49:00,29.791484000000004,-95.35804399999999,"173,195"
900-999 TEXAS,I,1A10,1,Special Operations Division,Theft,Restaurant or Cafeteria,DOWNTOWN,61,1478818800000.0,2016-11-10 17:00:00,Thursday,November,17:00:00,29.759977000000003,-95.362533,"173,195"
6600-6699 N MAIN,H,2A30,2,Central Division,Theft,Hospital,GREATER HEIGHTS,15,1478677500000.0,2016-11-09 01:45:00,Wednesday,November,01:45:00,29.811466999999997,-95.390733,"173,195"
600-699 STUDEWOOD,H,2A30,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1479506400000.0,2016-11-18 16:00:00,Friday,November,16:00:00,29.799120000000002,-95.387976,"173,195"
1400-1499 NANCE,H,1A10,1,Special Operations Division,Theft,Commercial Parking Lot or,DOWNTOWN,61,1479502800000.0,2016-11-18 15:00:00,Friday,November,15:00:00,29.768271000000002,-95.35269699999999,"173,195"
500-599 TEXAS,I,1A10,1,Special Operations Division,Theft,"Theatres, Dinner Theaters",DOWNTOWN,61,1477157400000.0,2016-10-22 12:30:00,Saturday,October,12:30:00,29.762428000000003,-95.366535,"173,195"
1600-1699 COLLINGSWORTH,H,2A10,2,Central Division,Theft,Convenience Store,NEAR NORTHSIDE,51,1479397320000.0,2016-11-17 09:42:00,Thursday,November,09:42:00,29.793306,-95.35141,"173,195"
5200-5299 LOCKWOOD,B,7C20,7,Northeast Division,Aggravated Assault,"Road, Street, or Sidewalk",KASHMERE GARDENS,52,1478143800000.0,2016-11-02 22:30:00,Wednesday,November,22:30:00,29.808413,-95.317103,"250,444"
900-999 MCINTOSH,H,2A10,2,Central Division,Theft,Driveway,NEAR NORTHSIDE,51,1479725340000.0,2016-11-21 04:49:00,Monday,November,04:49:00,29.784947999999996,-95.362011,"173,195"
2500-2599 NORTH ,H,2A10,2,Central Division,Theft,Service or Gas Station,NEAR NORTHSIDE,51,1477607040000.0,2016-10-27 17:24:00,Thursday,October,17:24:00,29.785256,-95.37006600000001,"173,195"
1200-1299 DART,H,2A40,2,Central Division,Burglary,Body Shop,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1477908000000.0,2016-10-31 05:00:00,Monday,October,05:00:00,29.770072999999996,-95.370582,"173,195"
100-199 HEIGHTS,C,2A50,2,Central Division,Theft,Apartment Parking Lot,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478041200000.0,2016-11-01 18:00:00,Tuesday,November,18:00:00,29.774051,-95.397435,"173,195"
600-699 WALNUT,H,1A10,1,Special Operations Division,Theft,"Road, Street, or Sidewalk",DOWNTOWN,61,1477796640000.0,2016-10-29 22:04:00,Saturday,October,22:04:00,29.767296,-95.355122,"173,195"
7300-7399 IRVINGTON,H,3B50,3,North Division,Robbery,"Road, Street, or Sidewalk",NORTHSIDE/NORTHLINE,45,1477191600000.0,2016-10-22 22:00:00,Saturday,October,22:00:00,29.789751000000003,-95.361407,"228,390"
3000-3099 COLLINGSWORTH,B,7C20,7,Northeast Division,Theft,Service or Gas Station,GREATER FIFTH WARD,55,1478946300000.0,2016-11-12 04:25:00,Saturday,November,04:25:00,29.793901,-95.338391,"250,444"
7400-7499 JENSEN,H,7C30,7,Northeast Division,Murder,"Road, Street, or Sidewalk",EASTEX - JENSEN AREA,46,1477161780000.0,2016-10-22 13:43:00,Saturday,October,13:43:00,29.827268,-95.342688,"250,444"
1800-1899 ASHLAND,C,2A30,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1478635200000.0,2016-11-08 14:00:00,Tuesday,November,14:00:00,29.802884000000002,-95.403615,"173,195"
600-699 COLLINGSWORTH,H,2A10,2,Central Division,Auto Theft,Restaurant or Cafeteria P,NEAR NORTHSIDE,51,1479410160000.0,2016-11-17 13:16:00,Thursday,November,13:16:00,29.793172,-95.36081,"173,195"
3900-3999 BENNINGTON,B,8C10,8,Northeast Division,Burglary,Barber And Beauty Shops,TRINITY / HOUSTON GARDENS,48,1478512800000.0,2016-11-07 04:00:00,Monday,November,04:00:00,29.822227,-95.33133199999999,"250,444"
4800-4899 LINN,B,7C20,7,Northeast Division,Theft,Driveway,KASHMERE GARDENS,52,1478146440000.0,2016-11-02 23:14:00,Wednesday,November,23:14:00,29.804990999999998,-95.336275,"250,444"
600-699 SMITH,I,1A10,1,Special Operations Division,Auto Theft,Commercial Parking Lot or,DOWNTOWN,61,1477324800000.0,2016-10-24 11:00:00,Monday,October,11:00:00,29.761276000000002,-95.366602,"173,195"
100-199 E CROSSTIMBERS,H,3B50,3,North Division,Theft,Miscellaneous Business (N,NORTHSIDE/NORTHLINE,45,1479046680000.0,2016-11-13 08:18:00,Sunday,November,08:18:00,29.831045,-95.31302099999999,"228,390"
1900-1999 RUNNELS,H,10H10,10,South Central Division,Auto Theft,Apartment Parking Lot,SECOND WARD,63,1477094460000.0,2016-10-21 19:01:00,Friday,October,19:01:00,29.761540000000004,-95.349491,"89,675"
2500-2599 SHEARN,H,2A40,2,Central Division,Theft,Grocery Store or Supermar,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478375520000.0,2016-11-05 14:52:00,Saturday,November,14:52:00,29.774518,-95.384148,"173,195"
2200-2299 PANNELL,B,7C20,7,Northeast Division,Burglary,Residence or House,GREATER FIFTH WARD,55,1477501200000.0,2016-10-26 12:00:00,Wednesday,October,12:00:00,29.782856,-95.332645,"250,444"
2900-2999 FULTON ST OB,H,2A10,2,Central Division,Theft,Convenience Store,NEAR NORTHSIDE,51,1477587000000.0,2016-10-27 11:50:00,Thursday,October,11:50:00,29.788617,-95.360485,"173,195"
7700-7799 FULTON ST OB,H,3B50,3,North Division,Auto Theft,Commercial Parking Lot or,NORTHSIDE/NORTHLINE,45,1477215000000.0,2016-10-23 04:30:00,Sunday,October,04:30:00,29.831574,-95.376076,"228,390"
4400-4499 YALE,H,3B40,3,North Division,Burglary,Restaurant or Cafeteria P,INDEPENDENCE HEIGHTS,13,1477129440000.0,2016-10-22 04:44:00,Saturday,October,04:44:00,29.830496000000004,-95.40124300000001,"228,390"
2400-2499 SHEPHERD,C,2A30,2,Central Division,Auto Theft,Commercial Parking Lot or,GREATER HEIGHTS,15,1477302120000.0,2016-10-24 04:42:00,Monday,October,04:42:00,29.779690000000002,-95.409563,"173,195"
900-999 WAVERLY,C,2A30,2,Central Division,Theft,Driveway,GREATER HEIGHTS,15,1478822460000.0,2016-11-10 18:01:00,Thursday,November,18:01:00,29.788743,-95.404441,"173,195"
1100-1199 ELDER,H,2A40,2,Central Division,Auto Theft,Other Parking Lot,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478592000000.0,2016-11-08 02:00:00,Tuesday,November,02:00:00,29.768925,-95.367552,"173,195"
500-599 YORKSHIRE,H,3B50,3,North Division,Auto Theft,Apartment Parking Lot,NORTHSIDE/NORTHLINE,45,1478480400000.0,2016-11-06 19:00:00,Sunday,November,19:00:00,29.827619,-95.36570400000001,"228,390"
500-599 W PATTON,H,2A20,2,Central Division,Theft,Residence or House,GREATER HEIGHTS,15,1477710180000.0,2016-10-28 22:03:00,Friday,October,22:03:00,29.798121000000002,-95.372996,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Grocery Store or Supermar,NORTHSIDE/NORTHLINE,45,1478535600000.0,2016-11-07 10:20:00,Monday,November,10:20:00,29.785256,-95.37006600000001,"228,390"
3000-3099 COLLINGSWORTH,B,7C20,7,Northeast Division,Theft,Restaurant or Cafeteria,GREATER FIFTH WARD,55,1478678400000.0,2016-11-09 02:00:00,Wednesday,November,02:00:00,29.793901,-95.338391,"250,444"
3100-3199 GILLESPIE,B,7C10,7,Northeast Division,Burglary,Apartment,GREATER FIFTH WARD,55,1479065400000.0,2016-11-13 13:30:00,Sunday,November,13:30:00,29.767343,-95.33752199999999,"250,444"
2500-2599 FULTON ST IB,H,2A10,2,Central Division,Theft,Restaurant or Cafeteria,NEAR NORTHSIDE,51,1479227280000.0,2016-11-15 10:28:00,Tuesday,November,10:28:00,29.785531,-95.360778,"173,195"
5100-5199 KASHMERE,B,7C20,7,Northeast Division,Burglary,Residence or House,KASHMERE GARDENS,52,1479552780000.0,2016-11-19 04:53:00,Saturday,November,04:53:00,29.806821999999997,-95.32426099999999,"250,444"
1300-1399 PINCKNEY,H,2A10,2,Central Division,Theft,Residence or House,NEAR NORTHSIDE,51,1479672000000.0,2016-11-20 14:00:00,Sunday,November,14:00:00,29.777316,-95.355322,"173,195"
300-399 W 19TH,C,2A30,2,Central Division,Theft,Restaurant or Cafeteria P,GREATER HEIGHTS,15,1479587400000.0,2016-11-19 14:30:00,Saturday,November,14:30:00,29.802884000000002,-95.403615,"173,195"
3300-3399 WHITE OAK,C,2A30,2,Central Division,Theft,Commercial Parking Lot or,GREATER HEIGHTS,15,1479502800000.0,2016-11-18 15:00:00,Friday,November,15:00:00,29.781508000000002,-95.394025,"173,195"
1100-1199 WHITE,H,2A40,2,Central Division,Auto Theft,Miscellaneous Business (N,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478016000000.0,2016-11-01 11:00:00,Tuesday,November,11:00:00,29.769318,-95.378312,"173,195"
6800-6899 SAYERS,B,8C10,8,Northeast Division,Auto Theft,Grocery Store or Supermar,TRINITY / HOUSTON GARDENS,48,1477299600000.0,2016-10-24 04:00:00,Monday,October,04:00:00,29.822139,-95.332351,"250,444"
4200-4299 BILLINGSLEY,H,2A10,2,Central Division,Burglary,Residence or House,NEAR NORTHSIDE,51,1477946400000.0,2016-10-31 15:40:00,Monday,October,15:40:00,29.799108,-95.362064,"173,195"
400-499 MAIN ST IB,I,1A10,1,Special Operations Division,Auto Theft,"Road, Street, or Sidewalk",DOWNTOWN,61,1479553200000.0,2016-11-19 05:00:00,Saturday,November,05:00:00,29.760748,-95.361941,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1478627400000.0,2016-11-08 11:50:00,Tuesday,November,11:50:00,29.785256,-95.37006600000001,"228,390"
7300-7399 JENSEN,H,7C30,7,Northeast Division,Burglary,Apartment,EASTEX - JENSEN AREA,46,1477674000000.0,2016-10-28 12:00:00,Friday,October,12:00:00,29.826558000000002,-95.34260400000001,"250,444"
2900-2999 CLEMENTINE,B,7C20,7,Northeast Division,Theft,"Road, Street, or Sidewalk",GREATER FIFTH WARD,55,1478646000000.0,2016-11-08 17:00:00,Tuesday,November,17:00:00,29.789189,-95.319295,"250,444"
2500-2599 WASHINGTON,H,2A40,2,Central Division,Rape,Apartment,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1479434400000.0,2016-11-17 20:00:00,Thursday,November,20:00:00,29.899915000000004,-95.455483,"173,195"
1400-1499 STUDEMONT,H,2A40,2,Central Division,Theft,Grocery Store or Supermar,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1477411320000.0,2016-10-25 11:02:00,Tuesday,October,11:02:00,29.775321,-95.390046,"173,195"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1477308600000.0,2016-10-24 06:30:00,Monday,October,06:30:00,29.785256,-95.37006600000001,"228,390"
3500-3599 GANO,H,2A10,2,Central Division,Aggravated Assault,Residence or House,NEAR NORTHSIDE,51,1477771200000.0,2016-10-29 15:00:00,Saturday,October,15:00:00,29.793187,-95.355089,"173,195"
2900-2999 FULTON ST IB ,H,2A10,2,Central Division,Aggravated Assault,Apartment Parking Lot,NEAR NORTHSIDE,51,1479199800000.0,2016-11-15 02:50:00,Tuesday,November,02:50:00,29.788617,-95.360485,"173,195"
2800-2899 WHITE OAK,C,2A30,2,Central Division,Theft,Other Parking Lot,GREATER HEIGHTS,15,1477432020000.0,2016-10-25 16:47:00,Tuesday,October,16:47:00,29.781528,-95.389167,"173,195"
4000-4099 KELLEY,B,7C20,7,Northeast Division,Burglary,"Daycare, Child Care, or K",TRINITY / HOUSTON GARDENS,48,1477155600000.0,2016-10-22 12:00:00,Saturday,October,12:00:00,29.813408000000003,-95.328683,"250,444"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Specialty Store (Non-Spec,NORTHSIDE/NORTHLINE,45,1478865600000.0,2016-11-11 06:00:00,Friday,November,06:00:00,29.785256,-95.37006600000001,"228,390"
4400-4499 NORTH ,H,3B50,3,North Division,Theft,Department or Discount St,NORTHSIDE/NORTHLINE,45,1478815740000.0,2016-11-10 16:09:00,Thursday,November,16:09:00,29.785256,-95.37006600000001,"228,390"
700-799 CORONADO,H,2A20,2,Central Division,Robbery,Residence or House,GREATER HEIGHTS,15,1478455320000.0,2016-11-06 12:02:00,Sunday,November,12:02:00,29.800016999999997,-95.372279,"173,195"
900-999 W 18TH,C,2A60,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1478272260000.0,2016-11-04 10:11:00,Friday,November,10:11:00,29.801785,-95.416135,"173,195"
1300-1399 NORTH ,H,2A30,2,Central Division,Theft,Highway or Freeway,NEAR NORTHSIDE,51,1477558560000.0,2016-10-27 03:56:00,Thursday,October,03:56:00,29.785256,-95.37006600000001,"173,195"
4700-4799 AIRLINE,H,3B50,3,North Division,Theft,Grocery Store or Supermar,NORTHSIDE/NORTHLINE,45,1477621800000.0,2016-10-27 21:30:00,Thursday,October,21:30:00,29.834598,-95.384408,"228,390"
7800-7899 SAYERS,B,8C10,8,Northeast Division,Robbery,Residence or House,TRINITY / HOUSTON GARDENS,48,1478124000000.0,2016-11-02 17:00:00,Wednesday,November,17:00:00,29.831695,-95.32895500000001,"250,444"
5000-5099 IRVINGTON,H,2A20,2,Central Division,Theft,Apartment Parking Lot,NEAR NORTHSIDE,51,1478048400000.0,2016-11-01 20:00:00,Tuesday,November,20:00:00,29.789751000000003,-95.361407,"173,195"
2500-2599 SHEARN,H,2A40,2,Central Division,Theft,Department or Discount St,WASHINGTON AVENUE COALITION / MEMORIAL PARK,22,1478515800000.0,2016-11-07 04:50:00,Monday,November,04:50:00,29.774518,-95.384148,"173,195"
4700-4799 IRVINGTON,H,2A20,2,Central Division,Theft,Drug Store or Medical Sup,NEAR NORTHSIDE,51,1478625000000.0,2016-11-08 11:10:00,Tuesday,November,11:10:00,29.789751000000003,-95.361407,"173,195"
1000-1099 LOUISIANA,I,1A10,1,Special Operations Division,Theft,"Other, Unknown, or Not Li",DOWNTOWN,61,1478527500000.0,2016-11-07 08:05:00,Monday,November,08:05:00,29.757771,-95.368113,"173,195"
2600-2699 WHITE OAK,H,2A30,2,Central Division,Theft,"Road, Street, or Sidewalk",GREATER HEIGHTS,15,1477693680000.0,2016-10-28 17:28:00,Friday,October,17:28:00,29.781627,-95.38767800000001,"173,195"
